==== run 0: offset=0x2240  entries=139 ====
  [  39] tgt=0201(CNA  ) reg=1098 val=0000128a
  [  40] tgt=0201(CNA  ) reg=109c val=00000000
  [  41] tgt=0201(CNA  ) reg=1100 val=00000000
  [  42] tgt=0201(CNA  ) reg=1104 val=00000000
  [  43] tgt=0201(CNA  ) reg=1110 val=00000000
  [  44] tgt=0201(CNA  ) reg=1140 val=00000000
  [  45] tgt=0201(CNA  ) reg=1144 val=00000000
  [  46] tgt=0201(CNA  ) reg=118c val=000e000d
  [  47] tgt=0801(CORE ) reg=3018 val=10000081
  [  48] tgt=0801(CORE ) reg=301c val=0037006f
  [  49] tgt=0801(CORE ) reg=3020 val=0000001f
  [  50] tgt=0801(CORE ) reg=3024 val=00000000
  [  51] tgt=1001(DPU  ) reg=400c val=40000004
  [  52] tgt=1001(DPU  ) reg=4010 val=00000000
  [  53] tgt=1001(DPU  ) reg=4014 val=00000000
  [  54] tgt=1001(DPU  ) reg=4018 val=00018800
  [  55] tgt=1001(DPU  ) reg=401c val=00003100
  [  56] tgt=1001(DPU  ) reg=4020 val=0000006f
  [  57] tgt=1001(DPU  ) reg=4024 val=00000037
  [  58] tgt=1001(DPU  ) reg=4028 val=00000000
  [  59] tgt=1001(DPU  ) reg=402c val=0000001f
  [  60] tgt=1001(DPU  ) reg=4030 val=001f0710
  [  61] tgt=1001(DPU  ) reg=4034 val=0037006f
  [  62] tgt=1001(DPU  ) reg=4038 val=00120080
  [  63] tgt=1001(DPU  ) reg=403c val=00000000
  [  64] tgt=1001(DPU  ) reg=4044 val=00000001
  [  65] tgt=1001(DPU  ) reg=4048 val=80000000
  [  66] tgt=1001(DPU  ) reg=404c val=7fffffff
  [  67] tgt=1001(DPU  ) reg=4050 val=80011111
  [  68] tgt=1001(DPU  ) reg=4058 val=80000000
  [  69] tgt=1001(DPU  ) reg=405c val=7fffffff
  [  70] tgt=1001(DPU  ) reg=4060 val=00000903
  [  71] tgt=1001(DPU  ) reg=406c val=80000000
  [  72] tgt=1001(DPU  ) reg=4070 val=7fffffff
  [  73] tgt=1001(DPU  ) reg=4074 val=80000000
  [  74] tgt=1001(DPU  ) reg=4078 val=7fffffff
  [  75] tgt=1001(DPU  ) reg=407c val=010041c1
  [  76] tgt=1001(DPU  ) reg=4080 val=00000000
  [  77] tgt=1001(DPU  ) reg=4084 val=00000001
  [  78] tgt=1001(DPU  ) reg=4088 val=80000000
  [  79] tgt=1001(DPU  ) reg=408c val=7fffffff
  [  80] tgt=1001(DPU  ) reg=4090 val=00000000
  [  81] tgt=1001(DPU  ) reg=4094 val=00000000
  [  82] tgt=1001(DPU  ) reg=409c val=00000000
  [  83] tgt=1001(DPU  ) reg=40a4 val=80000000
  [  84] tgt=1001(DPU  ) reg=40a8 val=7fffffff
  [  85] tgt=1001(DPU  ) reg=40ac val=fffffffe
  [  86] tgt=1001(DPU  ) reg=40b0 val=00005391
  [  87] tgt=1001(DPU  ) reg=40b4 val=00000019
  [  88] tgt=1001(DPU  ) reg=40b8 val=00004980
  [  89] tgt=1001(DPU  ) reg=40bc val=00000000
  [  90] tgt=1001(DPU  ) reg=40c0 val=04440100
  [  91] tgt=1001(DPU  ) reg=40c8 val=00000000
  [  92] tgt=1001(DPU  ) reg=40cc val=00000000
  [  93] tgt=1001(DPU  ) reg=40d0 val=0040ffff
  [  94] tgt=1001(DPU  ) reg=4100 val=00000000
  [  95] tgt=1001(DPU  ) reg=4104 val=00000000
  [  96] tgt=1001(DPU  ) reg=4108 val=00000000
  [  97] tgt=1001(DPU  ) reg=410c val=00000000
  [  98] tgt=1001(DPU  ) reg=4110 val=00000000
  [  99] tgt=1001(DPU  ) reg=4114 val=00000000
  [ 100] tgt=1001(DPU  ) reg=4118 val=00000000
  [ 101] tgt=1001(DPU  ) reg=411c val=00000000
  [ 102] tgt=1001(DPU  ) reg=4120 val=00000000
  [ 103] tgt=1001(DPU  ) reg=4130 val=00000000
  [ 104] tgt=1001(DPU  ) reg=4140 val=00000000
  [ 105] tgt=1001(DPU  ) reg=4144 val=00000000
  [ 106] tgt=1001(DPU  ) reg=4148 val=00000000
  [ 107] tgt=1001(DPU  ) reg=414c val=00000000
  [ 108] tgt=1001(DPU  ) reg=4150 val=00000000
  [ 109] tgt=1001(DPU  ) reg=4154 val=00000000
  [ 110] tgt=1001(DPU  ) reg=4160 val=00000000
  [ 111] tgt=1001(DPU  ) reg=4170 val=00000000
  [ 112] tgt=1001(DPU  ) reg=4174 val=00000000
  [ 113] tgt=1001(DPU  ) reg=4184 val=00000000
  [ 114] tgt=1001(DPU  ) reg=4188 val=00000000
  [ 115] tgt=1001(DPU  ) reg=418c val=00000000
  [ 116] tgt=1001(DPU  ) reg=4190 val=00000000
  [ 117] tgt=1001(DPU  ) reg=4194 val=00000000
  [ 118] tgt=2001(RDMA ) reg=500c val=0000006f
  [ 119] tgt=2001(RDMA ) reg=5010 val=00000037
  [ 120] tgt=2001(RDMA ) reg=5014 val=0000001f
  [ 121] tgt=2001(RDMA ) reg=5018 val=00000000
  [ 122] tgt=2001(RDMA ) reg=501c val=00000710
  [ 123] tgt=2001(RDMA ) reg=5020 val=00000000
  [ 124] tgt=2001(RDMA ) reg=5024 val=00000000
  [ 125] tgt=2001(RDMA ) reg=5028 val=00000000
  [ 126] tgt=2001(RDMA ) reg=502c val=00000000
  [ 127] tgt=2001(RDMA ) reg=5030 val=00000000
  [ 128] tgt=2001(RDMA ) reg=5034 val=00000041
  [ 129] tgt=2001(RDMA ) reg=5038 val=00000000
  [ 130] tgt=2001(RDMA ) reg=5040 val=00000000
  [ 131] tgt=2001(RDMA ) reg=5044 val=40000010
  [ 132] tgt=2001(RDMA ) reg=5048 val=00000000
  [ 133] tgt=2001(RDMA ) reg=504c val=00000000
  [ 134] tgt=2001(RDMA ) reg=5064 val=00000000
  [ 135] tgt=2001(RDMA ) reg=506c val=00000000
  [ 136] tgt=2001(RDMA ) reg=5078 val=00000000
  [ 137] tgt=2001(RDMA ) reg=507c val=00000000

